id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
315,bradleynicholas,bradleynicholas@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3112.89,75312,2024-04-09,19:56:17,-58.667115,142.867992,1,89,400.5
316,adrian70,adrian70@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3325.96,66062,2024-07-03,04:36:43,-0.159708,106.810237,0,74,358.9
317,desiree05,desiree05@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2233.89,39794,2024-03-21,16:21:02,-3.610602,62.453807,1,36,153.0
318,davidcarter,davidcarter@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1299.41,38798,2024-03-23,06:27:45,-80.590949,80.500519,0,52,234.0
319,millsmatthew,millsmatthew@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3015.2,55738,2024-03-29,16:42:14,70.245611,-100.842309,1,2,9.0
320,zmendoza,zmendoza@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4987.06,54646,2024-02-20,13:48:54,8.644721,-32.672746,0,58,246.5
321,alexandra05,alexandra05@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2574.72,42402,2024-06-14,08:11:32,-14.543695,-79.843033,1,58,281.3
322,cynthiamonroe,cynthiamonroe@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2690.9,86152,2024-10-21,04:28:20,50.58241,5.128511,1,69,293.25
323,mward,mward@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3248.89,93241,2024-03-05,22:27:04,79.203812,-151.389459,0,21,89.25
324,stevetaylor,stevetaylor@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1293.65,27286,2024-02-01,07:43:57,-16.937822,77.816422,0,5,22.5
325,peter06,peter06@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3515.65,14673,2024-09-26,23:12:15,64.487131,35.108066,0,29,133.4
326,michael63,michael63@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3109.19,48257,2024-11-11,05:52:03,42.787943,151.261013,1,11,46.75
327,kimberlyvaughn,kimberlyvaughn@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2194.55,46599,2024-04-22,15:42:07,-31.236396,6.759548,1,88,374.0
328,dominguezalice,dominguezalice@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2229.68,15404,2024-05-04,07:00:08,-42.655337,-118.145526,0,25,117.5
329,dcharles,dcharles@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4854.21,89006,2024-01-18,18:50:45,-22.848907,118.793877,1,67,314.9
330,ryancolin,ryancolin@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2711.58,02250,2024-05-26,04:47:12,-29.585268,109.674621,1,46,207.0
331,uchandler,uchandler@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4684.21,98344,2024-06-21,17:43:11,-9.256221,-135.232313,1,39,183.3
332,hallkayla,hallkayla@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4513.66,92500,2024-05-02,07:42:10,86.991388,44.874095,1,54,253.8
333,ncarter,ncarter@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4561.59,45189,2024-06-16,06:31:12,35.563656,95.419737,0,4,19.4
334,diamondwilson,diamondwilson@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3480.61,35045,2024-11-18,04:29:26,68.568859,157.031353,0,42,189.0
335,ljames,ljames@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4780.59,03737,2024-06-13,14:36:37,86.91012,82.051224,1,81,364.5
336,brandon20,brandon20@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3225.54,35981,2024-02-19,10:06:11,23.333697,-74.243008,0,16,77.6
337,mgreen,mgreen@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4930.51,29510,2024-10-12,23:01:42,14.18447,-103.489157,0,18,87.3
338,johnsonvictoria,johnsonvictoria@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1430.55,14681,2024-02-21,19:15:35,71.242332,-83.246768,1,62,263.5
339,hbradford,hbradford@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1578.24,36752,2024-10-25,13:36:06,37.748484,-98.581093,0,20,94.0
340,nicolepotter,nicolepotter@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4775.79,65853,2024-03-01,22:54:26,49.979616,-153.581218,0,82,377.2
341,rkim,rkim@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4275.73,01529,2024-09-03,05:43:54,47.445166,47.527424,1,99,465.3
342,rcurtis,rcurtis@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3205.6,09543,2024-08-27,18:23:05,27.358594,91.788386,1,70,329.0
343,juan22,juan22@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3822.07,41044,2024-06-16,02:33:32,17.575587,66.713832,0,100,485.0
344,adam83,adam83@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3211.39,87818,2024-09-25,16:35:00,83.936561,-78.612861,0,3,13.5
345,taylormyers,taylormyers@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2000.24,90502,2024-04-17,11:55:08,-27.199209,179.112057,1,27,126.9
346,uarroyo,uarroyo@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4678.03,18338,2024-06-04,13:58:04,-66.515967,30.439046,1,100,460.0
347,garciadavid,garciadavid@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3938.66,10657,2024-03-19,18:44:16,-13.136646,-62.482663,1,18,84.6
348,rhondasmith,rhondasmith@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1243.69,95807,2024-09-11,22:39:41,-42.790635,47.910267,1,26,119.6
349,zevans,zevans@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2727.54,46424,2024-10-09,04:28:39,58.91175,-115.493044,1,64,310.4
350,russellbrooks,russellbrooks@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1055.3,10788,2024-06-01,10:35:50,41.734812,24.149751,1,90,436.5
351,morrowlisa,morrowlisa@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2966.21,89612,2024-01-10,15:09:09,54.231476,-26.573239,1,100,460.0
352,chelsea46,chelsea46@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4547.23,29828,2024-10-12,12:39:23,29.009343,77.657435,0,74,340.4
353,travis89,travis89@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1768.08,90437,2024-01-12,16:44:36,-15.178976,3.868988,1,82,369.0
354,ymaynard,ymaynard@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3678.02,94233,2024-08-15,05:27:00,-49.95318,-63.169743,0,81,372.6
355,cody03,cody03@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2227.29,47865,2024-06-13,08:07:56,-7.728087,-109.748178,0,38,171.0
356,gortega,gortega@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2731.72,99365,2024-06-20,04:55:55,0.226052,-41.36242,1,3,12.75
357,kimberly14,kimberly14@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2911.48,19419,2024-08-24,05:25:42,-1.690394,-119.413127,0,69,324.3
358,nicolegardner,nicolegardner@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4908.12,38991,2024-10-10,03:53:36,72.030503,3.223682,0,18,76.5
359,hannah08,hannah08@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3589.61,95642,2024-01-13,08:45:45,-67.586275,140.501412,0,43,182.75
360,pamela87,pamela87@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3068.98,33567,2024-02-01,21:56:37,-89.71521,-163.641418,0,23,111.55
361,ricardo40,ricardo40@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3722.22,75535,2024-04-20,12:18:34,69.95267,99.976374,1,6,25.5
362,wrightashley,wrightashley@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2710.65,96909,2024-11-29,08:05:40,-6.516362,71.996031,0,70,339.5
363,thompsonbernard,thompsonbernard@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3374.84,88738,2024-05-04,05:22:07,89.062214,-153.862323,1,9,38.25
364,janet78,janet78@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1968.2,24517,2024-10-20,06:17:30,67.518978,107.775767,0,7,29.75
365,ericwalker,ericwalker@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2369.51,75888,2024-03-18,05:07:04,-50.439023,-67.786058,1,45,211.5
366,ismith,ismith@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3607.62,93597,2024-02-11,13:35:39,-79.375225,109.582568,0,42,203.7
367,robinsonsarah,robinsonsarah@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4542.82,57971,2024-01-24,14:53:24,70.123974,-173.611792,0,30,141.0
368,edward29,edward29@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2804.73,99336,2024-07-16,07:15:01,-60.908154,-26.38946,1,84,378.0
369,marydavis,marydavis@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3185.2,77366,2024-02-10,13:17:02,-2.284062,-65.498395,1,15,67.5
370,marybecker,marybecker@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3299.6,95369,2024-07-22,23:02:59,29.377321,-144.689001,0,34,159.8
371,anthonycharles,anthonycharles@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1121.42,93705,2024-08-11,07:02:57,-18.500193,-76.303669,0,8,37.6
372,johnsonjennifer,johnsonjennifer@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2750.02,26308,2024-05-06,05:49:53,-46.439137,-177.545235,1,53,243.8
373,ronald83,ronald83@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3098.52,76186,2024-05-08,13:57:29,-48.340839,61.943645,0,32,150.4
374,patricia43,patricia43@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2996.65,56737,2024-08-14,20:06:29,75.255945,79.337307,1,96,408.0
375,sandragray,sandragray@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1440.03,70068,2024-01-16,22:05:45,-86.854287,113.442921,0,90,423.0
376,mercadojoseph,mercadojoseph@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2943.14,40263,2024-03-02,10:59:56,36.05001,7.021712,1,78,378.3
377,larsonpaul,larsonpaul@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3433.92,25194,2024-11-27,12:53:20,-20.302946,-24.451702,1,77,354.2
378,sarah10,sarah10@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4321.27,97648,2024-09-20,15:34:25,6.322084,117.531962,1,25,115.0
379,montoyarebecca,montoyarebecca@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2261.78,66099,2024-04-16,22:31:59,23.192598,6.212177,0,92,414.0
380,rileyryan,rileyryan@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4258.97,17799,2024-04-20,05:58:37,13.407865,-3.094139,0,34,156.4
381,andrewharper,andrewharper@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1383.57,66288,2024-07-27,01:02:49,36.033757,86.981473,0,36,153.0
382,davidkramer,davidkramer@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4947.04,42134,2024-04-23,14:58:59,-47.15855,3.139896,1,42,189.0
383,hfrederick,hfrederick@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2539.4,55055,2024-06-28,10:14:25,39.641902,157.807106,1,48,216.0
384,zward,zward@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4388.51,91149,2024-02-25,01:03:37,-74.155689,-159.183157,1,14,67.9
385,ericgilmore,ericgilmore@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1928.86,63786,2024-06-09,23:01:34,35.179634,109.3951,1,62,263.5
386,rhurst,rhurst@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1850.4,09840,2024-09-25,10:18:52,73.978151,-81.546337,1,21,89.25
387,zacharyharrington,zacharyharrington@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3201.45,93656,2024-08-04,11:21:37,-20.592276,-97.731513,1,69,310.5
388,lortiz,lortiz@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1201.64,02996,2024-10-31,19:00:53,22.658641,-19.41312,1,11,51.7
389,morrowamanda,morrowamanda@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1692.24,72916,2024-05-25,13:51:15,-3.77814,168.256186,0,30,135.0
390,uguerra,uguerra@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4740.69,21362,2024-08-10,04:48:08,-84.691372,-103.089974,0,57,276.45
391,wmullins,wmullins@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3299.26,14920,2024-02-05,11:24:09,87.977081,-141.856096,0,18,87.3
392,uwashington,uwashington@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1876.89,10309,2024-03-22,16:21:21,21.231526,83.714557,1,97,446.2
393,allentrevino,allentrevino@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3866.8,89766,2024-07-01,19:54:05,58.575043,-85.420769,0,18,87.3
394,grantjonathan,grantjonathan@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4265.41,69009,2024-07-02,02:22:22,50.069989,-139.279909,1,65,292.5
395,brian10,brian10@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2057.06,17518,2024-09-23,23:14:17,16.731834,120.953055,0,22,99.0
396,harrisdustin,harrisdustin@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2792.52,06923,2024-01-20,03:39:15,-77.495513,-118.59726,1,3,14.1
397,ericksonamy,ericksonamy@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2311.75,56705,2024-06-05,19:09:42,-33.487467,-176.57904,1,91,427.7
398,hwinters,hwinters@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1223.94,27692,2024-05-02,11:07:08,1.910279,37.108884,1,40,188.0
399,gandrews,gandrews@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3430.65,29889,2024-07-11,13:44:32,49.680526,-34.030783,0,17,78.2
400,howelljared,howelljared@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1582.91,20979,2024-07-04,19:15:29,4.277358,-5.379035,0,17,76.5
401,andrew14,andrew14@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4252.57,18243,2024-07-22,04:50:05,-45.703092,-34.776988,0,40,188.0
402,derekmercer,derekmercer@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4427.27,95752,2024-06-02,15:21:09,-75.372638,57.541955,0,38,184.3
403,wolfedaniel,wolfedaniel@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1204.3,25693,2024-11-19,02:13:47,43.906441,71.121683,1,68,289.0
404,tammybeck,tammybeck@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1843.72,71535,2024-01-05,12:49:36,73.006381,-37.547669,1,42,178.5
405,jamesmendoza,jamesmendoza@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2352.78,24151,2024-10-02,10:42:37,44.021404,84.487423,0,2,8.5
406,atkinsmichael,atkinsmichael@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1977.57,89741,2024-04-28,10:44:34,14.519836,-70.889182,0,34,153.0
407,rivasnicole,rivasnicole@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1733.23,27100,2024-02-29,19:47:19,-0.203572,-2.32168,1,76,349.6
408,martinezwendy,martinezwendy@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2044.28,47508,2024-02-04,06:49:45,-53.440597,104.746831,0,6,25.5
409,nancy43,nancy43@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3917.22,46888,2024-02-21,13:08:59,69.679021,-71.569528,1,13,55.25
410,ylawson,ylawson@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3681.2,08892,2024-08-29,05:51:59,-83.648249,127.654516,1,71,344.35
411,johnhill,johnhill@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3592.55,61045,2024-05-07,11:34:40,47.760245,-163.94764,0,38,161.5
412,nathanielthornton,nathanielthornton@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3569.64,12044,2024-02-12,18:33:27,42.506741,149.501099,1,57,262.2
413,veronicaweeks,veronicaweeks@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3375.72,54198,2024-11-08,09:05:08,-77.076524,-152.812752,1,43,197.8
414,stephenvazquez,stephenvazquez@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1136.61,69369,2024-04-23,18:12:24,86.173525,-130.58338,0,64,272.0
415,pamela51,pamela51@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1715.05,59288,2024-02-16,18:16:47,-48.113014,151.816657,1,37,157.25
416,dgoodwin,dgoodwin@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1851.75,39196,2024-09-21,16:44:06,-7.616391,-86.741804,1,4,18.8
417,mbarker,mbarker@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3667.94,93788,2024-03-18,09:51:53,21.549987,-142.593865,1,83,373.5
418,crystalhenry,crystalhenry@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2087.86,66154,2024-10-02,01:53:09,62.840346,10.585619,0,26,126.1
419,ssantos,ssantos@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4215.62,25780,2024-04-29,11:21:45,48.84449,61.795017,0,50,230.0
420,wilsonkathryn,wilsonkathryn@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3220.91,69856,2024-09-14,22:07:10,71.609148,80.491657,0,33,155.1
421,christopher88,christopher88@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1702.62,48577,2024-09-26,12:01:49,-30.431824,-141.111076,1,77,373.45
422,zroth,zroth@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4944.55,49727,2024-10-24,12:49:30,-30.876873,-112.086918,1,66,297.0
423,williemartinez,williemartinez@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1437.98,78699,2024-11-16,05:58:10,40.476411,42.822966,0,50,242.5
424,coxcarla,coxcarla@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2247.16,68687,2024-10-10,09:38:00,-3.530477,-66.729238,0,72,349.2
425,roberto22,roberto22@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4383.32,13601,2024-03-23,17:19:10,50.22931,158.794515,1,86,404.2
426,aaron18,aaron18@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1165.87,33110,2024-07-31,20:39:38,-26.642972,135.995761,1,7,33.95
427,willisgabriela,willisgabriela@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1242.97,43921,2024-07-15,20:23:00,65.370059,139.885713,1,65,276.25
428,fullerstephanie,fullerstephanie@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3750.91,78778,2024-08-03,17:35:55,3.306998,56.619261,1,40,184.0
429,ochoadana,ochoadana@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2876.14,80788,2024-01-26,06:09:02,-42.112941,113.129172,0,92,432.4
430,thomasdakota,thomasdakota@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4818.13,44866,2024-01-02,12:08:49,-30.31094,141.440516,1,76,342.0
431,marklewis,marklewis@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1285.62,48360,2024-06-22,21:50:45,-11.958014,-75.18143,0,29,136.3
432,patrick19,patrick19@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2404.01,64175,2024-06-19,19:18:30,83.199654,35.621613,1,97,436.5
433,snowjoseph,snowjoseph@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3743.83,04977,2024-02-20,17:20:33,-72.79826,-36.922938,1,82,369.0
434,juliabrewer,juliabrewer@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1950.34,11007,2024-03-26,17:17:52,-26.169718,-57.21261,0,69,293.25
435,allencolleen,allencolleen@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3296.43,23466,2024-10-19,20:14:10,2.029011,79.433834,0,22,99.0
436,david90,david90@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3366.69,68714,2024-01-19,20:10:27,-6.616928,-2.698148,0,80,368.0
437,mary68,mary68@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1888.84,55574,2024-08-30,18:02:04,-60.275487,-115.105454,1,1,4.6
438,stewartlisa,stewartlisa@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1669.4,48401,2024-02-09,06:03:55,-19.810513,-19.583236,1,47,227.95
